label,text
Anger,Non è un dibattito ma uno scontro a chi ha la lista più lunga. #portaaporta
Joy,@user In questa puntata tanto 😂 @user #laportarossa2
Joy,"RT @user: ""@user che bello che sei rimasto ancora con noi!"" @user #chetempochefa https://t.co/BpWAvxXw54"
Anger,@user Poveracci! Ora però andate a indagare anche su taaaaaante altre società! 😉
Trust,@user @user molto brava
Neutral,"RT @user: Riguardo all'outfit di stasera, Achille Lauro ha citato il salmo 118:23. Lo stesso salmo citato, in latino, da Elisabet…"
Fear,Sono stata alla Risiera di San Sabba... ho ancora i brividi al solo pensiero.. #Ulisse
Anger,"RT @user: Ma che gusto ci prova la gente ad essere felice mentre distrugge quello che gli altri costruiscono con fiducia, pazienza e…"
Trust,Nel caso dovessi aver bisogno di difendermi in tribunale vorrei Mara Venier come avvocato #DomenicaIn
Anger,"""Mi guardava male"" e allora gliele do in mezzo all'aula, no? #ilcollegio"
Surprise,RT @user: l'italia esempio di integrazione??? ma quanto l'hanno pagata?????? #Sanremo20
Sadness,"Come mi vedete appisolata in poltrona ad aspettare #PechinoExpress e scoprire alle 21,30 che la TV era su Rai1 anziché Rai2."
Neutral,"RT @user: Io sono stato a Vinci, al museo, ho detto ""è qui che si gioca a scopa?"". Non mi hanno capito. #Ulisse https://t.co/1OnVG…"
Anticipation,RT @user: Questa sera in diretta dal teatro Ariston di Sanremo l'ultimo concerto evento di Claudio Baglioni #Sanremo2019
Love,VINCENZO WE LOVE U ❤
Anticipation,Mi è già partito l'hype per #IMedici. Secondo ME Sean Bean muore ?? https://t.co/ib5DPSzy5O
Neutral,"Vabbè era chiaro che si sarebbero baciati, lo hanno fatto su palchi molto meno prestigiosi figurarsi lì #Sanremo2020"
Sadness,Ho visto Tiziano più spento rispetto  a ieri e questa cosa mi ha fatto malissimo. #Sanremo2020
Surprise,#taleequaleshow ma è ubriaco Salemme?
Neutral,"""Da un giorno all'altro c'è stato un picco del numero dei contagiati, noi abbiamo sempre lavorato in vista di una potenziale diffusione del #coronavirus e del numero dei contagiati. Non improvvisiamo nulla, abbiamo dei piani.""  Giuseppe Conte a #CTCF https://t.co/1St14LkbrW"
Trust,"Una delle scene più belle che abbia visto in un film tv. Lenù che osserva a lungo madri e vicine di casa “erano state mangiate nei corpi dai mariti, padri e fratelli” #Lamicageniale"
Anticipation,Si #ricomincia da qui #Sanremo2019 per chi fa #musica il #festivaldisanremo è un po’ come la fine del vecchio è l’inizio di un nuovo anno scolastico per cui #StayTuned a breve importanti novità su #bassorilievoband @user @user @user #nonsolocoverband https://t.co/hOdIgl0ciB
Neutral,Sintesi de #lamicageniale. Elena sta a Lila come Vegeta sta a Goku. Fine.
Surprise,@user Il migliore ??
Joy,ehiii! #demarinis devi imitare #JAx non #Morandi #taleequaleshow😝😄😅
Neutral,Padre e figli non può mai funzionare perché i genitori non ascoltano mai i  figli perché si sentono superiori #pechinoexpress
Anticipation,RT @user: Continuano le sorprese! Vediamo insieme Angelo Russo e @user #ballandoconlestelle @user https://t.co/x1vN…
Neutral,"Quanto è importante studiare, leggere, conoscere, essere persone informate e coscienti del mondo che ci circonda, interessate e non ottuse, a volte non ce ne rendiamo minimamente conto #LAmicaGeniale"
Anger,Sei un falso demmierda #IMedici
Surprise,Ma ce se po invaghire di uno che se chiama Masakela? #chilhavisto #chilhavisters
Neutral,"Praticamente i cenoni degli anni ‘50 sono gli attuali: 45 antipasti, 65 primi e 35 secondi. #LamicaGeniale"
Neutral,"@user @user Ok,le leggi - secondo lei - ingiuste si ignorano. Però il canone Rai lo paghiamo per una legge ingiusta secondo me. Se non riesce a capire che tra i reati contestati ce ne sono di pesanti e che il fine non può giustificare i m"
Trust,"RT @user: « a volte basta la sua presenza vivace, il vederlo arrivare saltellando, a scacciare i miei demoni. è come se dicesse se…"
Sadness,RT @user: MARIO CHE PIANGE EH NO EH NON CI SIAMO CAPITI ALLORA #IlCollegio https://t.co/PODTMyZFT4
Neutral,#Ulisse La Luna per Armostrong: “Una desolata bellezza tutta sua”
Surprise,RAGAAAAA OH MIO DIO #LAPORTAROSSA2 LA #PORTAROSSA3
Sadness,La Juve fa audience le altre squadre no caro Claudio. Purtroppo è così...
Surprise,Ma il giorno del matrimonio?? IL GIORNO DEL MATRIMONIO?? Ma allora vi drogate cazzarola #DonMatteo12 #DonMatteo
Sadness,Queste persone mi spezzano il cuore 💔#amorecriminale
Anticipation,"RT @user: .@user a #CheTempoCheFa per Il Mondo Sulle Spalle, il 19 febbraio su @user. https://t.co/s98aBStaVv"
Joy,Enzo che ripete CAN in loop senza continuare la frase 😂 #pechinoexpress  https://t.co/yh7YNUifVP
Joy,RT @user: Mia madre è americana. V’incazzate se l’anno prossimo vinco Sanremo? #sanremo2019
Anticipation,"La prossima settimana dovrò guardare #UnaStoriaDaCantare perché finalmente dopo quattro puntate divise in due stagioni si sono ricordati che oltre ai cantautori e esistono anche le interpreti e allora VAI MINA, FAMO STO MIRACOLO"
Sadness,@user Sì ma è un peccato affidare un personaggio fermo a un ballerino
Joy,"Vabbè Facchinetti, la Zanicchi aveva cagato in diretta 🤣 #IlCantanteMascherato"
Trust,"Questa inquadratura di Stefano, con il volto che si deforma dietro al vetro smerigliato della porta e che chiede a Lila «sei pronta?», fa paura. Applausi a Saverio Costanzo per un'istantanea che sembra uscita da «Shining». #LAmicaGeniale https://t.co/N5qMIVIC8h"
Anger,RT @user: E comunque la giuria di Sanremo dovrebbe stare a casa a mangiare patatine e fruttini #Sanremo2019 #ultimo https://t.co/GVBI…
Neutral,PECHINO EXPRESS 2020- Concorrenti diretta e coppie: da Shanghai a Bangkok -  #PECHINO #EXPRESS #2020- #Concorrenti  https://t.co/BDxzEc4veD
Anger,RT @user: V E R G O G N A V E R G O G N A V E R G O G N A V E R G O G N A V E R G O G N A V E R G O G N A V E R G O G N A V E R G O G N…
Sadness,che brutto vederlo lì da solo #IMedici https://t.co/KjsMyTjMvY
Neutral,"RT @user: #20luglio1969 #20luglio2019 #MoonDayRai L'intervista all'impeccabile 89enne Tito Stagno, a #Caorle, è di Dario Giordo #ioseg…"
Neutral,il 4 marzo scorso doveva votare solo la sala stampa di #sanremo2019
Trust,"RT @user: E comunque un applauso a Giovanni Amura dovremmo farglielo: la sua interpretazione di Stefano Carracci mette i brividi, bra…"
Trust,RT @user: Nappi is the new Montessori. 🤗 #UnPassoDalCielo5 https://t.co/AuqVgbcdrm
Love,"I brividi con Ultimo, ti amo #Sanremo2019"
Anger,"RT @user: Comunque per me potevano chiudere il servizio su “Pairetto, dirigente della Juventus, fratello dell’arbitro Luca”. #Report"
Surprise,Lorenzo già stai pianificando di tradire la tua futura moglie? #IMedici https://t.co/myONqSUMNb
Anger,Che palle Il Volooooooo #domenicain #sanremo2019
Joy,"RT @user: FACCIAMO UN PROGRAMMA COME ""CASA VIANELLO"" SU MARIO TRICCA E LA PROF PETOLICCHIO #IlCollegio"
Anticipation,"Ma tanto quando dicevano che ci sarebbe stata la terza intendevano da mercoledì prossimo, no? #LaPortaRossa2 #Lafinenonesiste @user @user"
Sadness,"certo che einar un sorriso lo potrebbe fare ogni tanto, mi fa preoccupare #Sanremo2019"
Trust,RT @user: #Meraviglie #Angelers Da patrimonio Unesco anche il gesto di Alberto Angela con cui mima gli strati dei pavimenti di San Vi…
Neutral,@user Mia intuizione geniale. Sono la sorella geniale.
Trust,"RT @user: Altro che Mahmood, Ultimo e il Volo DATE IL LEONCINO AD ANNA TATANGELO PER LA MIGLIORE ASFALTATA DI #SANREMO2019 #Domeni…"
Anger,NON CHIAMARLO NINUZZO! PERCHÉ SOLO UNA PERSONA PUÒ CHIAMARLO COSÌ #DonMatteo12 https://t.co/0HDY5awc1r
Neutral,RT @user: Noi siamo sopravvissuti alla periferia Milanese 70-80 altro che dark web #chilhavisto
Trust,"RT @user: Grande Carola! Alla faccia di tutti quelli che ti hanno offeso, ci vorrebbero più persone come te nel mondo. Grazie @user…"
Surprise,RT @user: Uffi ma Sciary invita Ciavola! #Chilhavisto https://t.co/9J6yF1Om0B
Neutral,L'accappatoio di paillettes #Sanremo2019
Anticipation,🔴APPUNTAMENTO IMPERDIBILE. ORE 22.50 TUTTI SU RAI UNO E SU TWITTER SOSTENIAMO IL CAPITANO CON: #PORTAAPORTA https://t.co/m2ZpTNUiIy
Trust,"Aiutate Orietta a superare il trauma della prima eliminazione, vi prego #IlCantanteMascherato"
Anticipation,Coppie che vorrei a Pechino Express:   -Amadeus e Fiorello -Bugo e Morgan  -Elettra Lambo e M¥SS KETA -Achille Lauro e Boss Doms (di nuovo) -Diodato e Levante  -I PINGUINI TATTICI NUCLEARI    #pechinoexpress
Surprise,Rocco Hunt ROCCO HUNT Mariotto che te sei fumato #IlCantanteMascherato
Trust,"RT @user: Oggi #Ulisse è stato un pugno nello stomaco. Un pugno giusto, utile, doveroso. #pernondimenticare"
Trust,RT @user: Caffè pagato per @user! Ti abbraccio forte... ti dobbiamo tutti tanto! #Lallieva2 https://t.co/Dz4bq7k904
Neutral,"RT @user: Tweet per ricordarvi che Paolone e Arthur sono fratelli, nella realtà #LAllieva2 https://t.co/G33iLOGeN3"
Neutral,"RT @user: ""Io non ho conosciuto tutto questo, come gran parte di voi. Ma c’è sempre il rischio che i volti bui della Storia riappaian…"
Joy,RT @user: Che serata piena. Che serata piena. Avrei bisogno di dieci occhi stasera #UnPassoDalCielo #araccontarecominciatu #Adrian #…
Trust,RT @user: “Lorenzo non fare qualcosa di cui potresti pentirti” “Impiccateli.” LUI È IL MIO UOMO. #IMedici #LorenzoIlMagnifico
Anger,"@user @user @user @user E perché avrebbe sbagliato? Non doveva dire la verità o credi che ci sia un gomblotto mirante a screditarvi e che sia tutto falso? Come calciopoli, il doping , i cori sul Vesuvio gli striscioni su Super"
Trust,"RT @user: Questo monologo interiore di Lenù, oltre ad essere uno dei temi cardini de #LAmicaGeniale, è qualcosa che ci accomuna tutti…"
Trust,La spilla bellissima #Sanremo2020
Trust,Giorgio Marchesi M E R A V I G L I O S O ! ! ! #IMedici
Trust,RT @user: Arriva Mika e spiega a tutti quanti cosa si deve fare sul palco di Sanremo. #sanremo2020
Anticipation,RT @user: Noi che Venerdì ci aspettiamo che escano quelli veri dopo l'esibizione di Gigi e Ross Carlo Conti: #MetaMoro https://t.c…
Trust,Questo a 18anni parla di processi di sviluppo spaziale mentre io a 35 ho difficoltà ad aprire le scatolette di tonno #MoonDayRai #MoonDay #Apollo50th
Surprise,Madonna #LAmicaGeniale
Neutral,"Giuliano, ripijete. #IMedici"
Neutral,"I Gladiatori vincono la seconda tappa consecutiva. Era dai tempi dei Contribuenti (Cristina Bugatty e Diego Passoni) che non succedeva, mi sa... #PechinoExpress"
Neutral,e ricordiamoglielo al mondo chi eravamo e che potremmo ritornare  #DonMatteo https://t.co/VzAQWxwAep
Sadness,RT @user: L’idea di non poterli rivedere stasera mi spezza il cuore. #IMedici #IMedici3 https://t.co/vhSc1yi0rE
Neutral,"Questo è il salto di Tiberio. La leggenda narra che l'imperatore, dopo aver goduto dei favori sessuali delle sue amanti, anziché nominarle ministre le facesse rotolare giù per la roccia da quell'apertura al centro.  L'altezza dello strapiombo è di circa 300 metri.#Meraviglie https://t.co/2Z5Ro7FCuK"
Sadness,"RT @user: madre : "" perchè piangi davanti alla tv? "" #IMedici #IMedici3 https://t.co/15v9tIERLH"
Neutral,Enzo Miccio e le scimmiette #pechinoexpress https://t.co/rQYlI1wnU2
Anticipation,È stato il maestro! #UnPassoDalCielo5 @user
Neutral,"""Ti mando dalla Sciarelli"" ""E chi è?"" Fede perdona questa miscredente #chilhavisto"
Love,@user Grazie a voi vi vogliamo bene ❤
Anticipation,"Dal #Quirinale, la casa degli italiani, ai graffiti della Val Camonica, dalla Lanterna e Palazzo Doria di #Genova ai paesaggi lunari dell’#Etna fino alla Val d’Orcia: il viaggio di #Meraviglie si conclude sabato prossimo su @user con una puntata davvero speciale. Vi aspetto! https://t.co/ZO5KsuRoIN"
Joy,"Claudio ad inizio prossimo episodio tutto felice perché finalmente è tornato con la sua Alice, e Sergio prendi e porta a casa. #LAllieva2"
Sadness,Ma Costa sei crudele! Poveri inseparabili #pechinoexpress
Joy,“Ma quanto è bello andare in giro con le ali sotto ai piedi” 🎶🚴♀️ #pechinoexpress #Collegiali @user LauraPausini  #Rai2 @user https://t.co/RVvGaN1G4p
Anger,"La caccia porta a porta del diverso, dello straniero, del nemico: con il  #salvinicitofona siamo al grado sotto zero della politica.  https://t.co/o3hy1wUTJV"
Trust,IL PUBBLICO INSORGE E FA BENE #Sanremo2019
Neutral,RT @user: Omicidio di Luca Varani: Definitiva la condanna a 30 anni per Manuel Foffo: La Cassazione ha respinto il ricorso dei s…
Neutral,Ma anche Giò di Tonno #IlCantanteMascherato
Surprise,Oh i #MetaMoro #taleequaleshow
Trust,"@user Complimenti Vladi, hai meritato la vittoria stasera, davvero brava"
Anger,RT @user: Sto leggendo certe cose mi fanno salire il sangue al cervello. I giornalisti lo hanno preso per culo è chiaro che si è ri…
Anticipation,"In attesa di riaverla con noi questa sera per l'uscita del nuovo film di @user #gliannipiubelli, riguardiamo insieme @user live a #CTCF con ""Io Sono Bella"" in una delle scorse puntate di questa stagione. https://t.co/9UQLah2BWr"
Love,Finalmente Bizio! ❤️ https://t.co/hTM5HaL54x
Love,@user @user @user @user amore mio
Trust,@user Un genio assoluto #leonardo500 #LeonardoDaVinci #Ulisse
Sadness,"Il povero Diodato e la sua Fai Rumore, già bullizzata dalla D’Urso sull’ingresso di Nina Moric  #noneladurso"
Trust,RT @user: Immancabile #lessenziale @user #Sanremo2019 https://t.co/A1Z8c625JS
Joy,"@user A dire il vero, molto di più 😅😂😜 #LaPortaRossa2 https://t.co/0gWqTf52x8"
Neutral,RT @user: Quando scopri che #Sanremo2019 finirà all'1.15. https://t.co/lWR7FpA535
Trust,Anatomopatetici... VOLO ✈✈✈ CC SEI UNA CERTEZZA #LAllieva2 @user
Neutral,"RT @user: "" Tu sei parte di una dinastia di grandissimi uomini. "" #IMedici https://t.co/N9hC0X5xk9"
Love,@user @user sappiate che vi amo incondizionatamente...
Surprise,RT @user: Queste hanno Enzo Scanno sotto gli occhi da una vita e si innamorano di Sarratore figlio e di Caracci #LAmicaGeniale
Surprise,Poi @user ci spiegherà com'è che gli altri concorrenti sembrano usciti da una centrifuga e lui da una spa a cinque stelle lusso per quanto è lindo e con la camicia perfettamente stirata (ma con il collo in su). #pechinoexpress
Trust,RT @user: #IlCollegio Raga ma come fate ad esservene accorti adesso di Samuele che io lo amo dalle backstories prima che iniziasse. RA…
Neutral,RT @user: Le continue inquadrature alla cupola giusto per non dimenticare la vera protagonista #IMedici
Surprise,Parlano del cane e piangono Parlano della madre e piangono Parlano di qualsiasi cosa e piangono MA COS'È??
Joy,RT @user: ZIA MARA E IL MEGA SHADE 🛫🛫🛫 #DomenicaIn https://t.co/Swyma3SS73
Joy,RT @user: Mi fa ridere che parlano di comprare e vendere città come se fosse Monopoli #iMedici
Trust,@user Grande conduttrice. Ma proprio indiscutibilmente.
Sadness,"RT @user: ""Dani, tutte le persone che intervisti poi nelle serie tv muoiono male"", sfiga su tela. #IMedici https://t.co/YKBQFFTcjO"
Sadness,"Quanto dolore, quanta ingiustizia e quanta rabbia in questa scena terribile, con Lila che urla «non ti voglio» e Stefano che le usa violenza come se, sposandolo, adesso avesse il completo controllo della sua vita. Lila rimane stesa, inanimata sul letto: lacrime. #LAmicaGeniale https://t.co/Qb1zgSpAHL"
Neutral,"RT @user: Matteo #Salvini e Matteo #Renzi a #PortaaPorta, avversari eppure alleati in un medesimo codice - di @user https:…"
Joy,"RT @user: Ah, poteva mancare l'unica, inimitabile, immensa ed ineguagliabile #CupolaAutoportante? ?? ????? Sono passati più di 20…"
Anger,Invitano sette cantanti che denunciano la violenza sulle donne ma al contempo fanno condurre il programma alla compagna di uno stupratore #Sanremo2020 https://t.co/Yjn6tcUuOr
Joy,Ma un telefono con una fotocamera migliore? 😂 #cagliostro
Trust,Giuria molto meglio di quella degli anni scorsi #TaleEQualeShow
Love,ACHILLE LAURO AMORE #DomenicaIn https://t.co/oe9bXAXM46
Surprise,La carrellata finale delle opere con la cupolona mi ha uccisa #IMedici
Neutral,Quando apri un pacco di patatine in pubblico. 🍟 #pechinoexpress #Top @user #Rai2 https://t.co/25TxQjbyq5
Trust,RT @user: UN GRANDISSIMO APPLAUSO A DANIEL SHARMAN CHE È STATO MAGNIFICO COME SEMPRE! ?? #IMedici https://t.co/h13WfomUn5
Anger,Sta storia del limite del contante a 1.000 euro ve la dovete SCORDARE!! Ingrassa solo le banche. Se degli incapaci han ridotto il budget italiani sottozero nn è colpa degli evasori.. E nn tenete in galera i pedofili volete metterci gli evasori??? Ma andate a cagare!! #portaaporta
Joy,"RT @user: .buttate una bustina di ossigeno a #Salvini mi sembra molto in difficoltà. Ahahahah, mi sto sbudellando dal ridere. Il…"
Neutral,"RT @user: ""Come un sole e una stella"" #Sanremo20 #Sanremo2020 https://t.co/AsrhmHDpxm"
Trust,"@user Grazie a tutti voi, una seconda stagione meravigliosa #LAllieva2 #linoguanciale vogliamo #LAllieva3 .. CC deve salvare il suo amico Gringo"
Trust,"RT @user: Dovrei iniziare a prendere la vita come Achille Lauro, che lo criticano ma si fa sempre i cazzi suoi #DomenicaIn"
Trust,"RT @user: Su su Claudio, forza e coraggio! ❤ #LAllieva2 #LAllieva #Rai1"
Neutral,Alessandro GRECO stop #IlCantanteMascherato https://t.co/OtX0o4DZuO
Anger,Se non hanno trovato niente vuol dire solo che sei stato bravo a nascondere le tracce #chilhavisto
Sadness,"“Io torno, non voglio perderti.” “Neanche io voglio perderti.” Più ? per Lila e Lenù che ci mancheranno tantissimo. #LAmicaGeniale #StoriaDelNuovoCognome https://t.co/nSy8dMLXqs"
Surprise,Dai ma ha i baffi! #chilhavisto
Joy,"@user E dopo questo finale, credo che sarà un immenso piacere 😉🍾🎊🎉"
Sadness,Renzi è alla frutta... Povera Italia! #portaaporta
Neutral,"A.U.F era la sigla apposta sui blocchi di marmo “ad usum fabricae”, cioè destinati alla costruzione del Duomo e quindi esenti da tasse. Da qui la tipica espressione “a ufo”, cioè “gratis”.  #Meraviglie #Rai1 @user https://t.co/CDHD9gqBHQ"
Neutral,"RT @user: La Galleria degli Specchi è lunga 73 metri, ha 357 specchi incastonati in 17 arcate: la luce entra dai finestroni e viene r…"
Trust,@user @user Forza Marco c'è la farai
Anger,@user Si ti diverti tu e quelli come te. Ma la Democrazia Cristiana era una cosa un po' più seria che allegra
Love,RT @user: scusate pure io voglio flirtare in diretta con ermal #DomenicaIn
Anticipation,RT @user: #AbbiCuraDiMe il Firmacopie. Dal 13 Febbraio finalmente ci incontriamo. Tutte le date: #instoretour #simonecristicchi #…
Neutral,Sono così senza idee che per me in sto momento può essere pure il mio comodino  #IlCantanteMascherato
Joy,@user CC col completo blu e panciotto è’unica gioia fin ora #Lallieva2
Trust,#LaPortaRossa2 Bravo Paoletto qui così cazzuto col prete mi è piaciuto https://t.co/FSriUSkiZw
Trust,RT @user: @user è talmente brava che si è totalmente annullata da sembrare davvero #Emma. Spero che #taleequaleshow possa…
Trust,@user L’uomo dalle mille risorse😍😍ci spieghi come fai
Anger,"@user Sporchi islamici maghrebini affondano le loro zampe sulle giovani italiane, è l'inizio della fine..."
Neutral,Replica La porta rossa 2: dove rivedere la quarta puntata - #Replica #porta #rossa #rivedere https://t.co/19t5tjorvQ
Anticipation,RT @user: Vince la prima puntata @user 👏 Siete d’accordo con i voti dei giudici? Ci vediamo venerdì prossimo sempre all…
Sadness,"RT @user: ""Oro devo riprendermi, ma non mollo. mio figlio deve avere giustizia"": La mamma di #MarcoVannini in diretta a #chilhav…"
Joy,"Grazie @user . Qua continuano le serate #LAllieva2, amici e cena anzi ben due compleanni!! Il modo migliore di festeggiare #LAllieva2"
Sadness,Già mi mancano tutti e ancora manco è iniziata la puntata #IMedici #IMedici3
Trust,La forma armonica dell’Anfiteatro Romano di Alba Fucens si sposa perfettamente con la scenografia delle montagne. #Meraviglie #Rai1 @user https://t.co/uMwD5w35Xt
Sadness,Ste frasi da parte di Anna 😭😭😭 #donmatteo12
Trust,Cosa è un pi Kappa?? Miccio spacca #pechinoexpress https://t.co/zHoFUuuuPW
Anger,Non rispondo ale domande dell'interrogazione e poi si offendono e strappano la foto se finiscono tra i peggiori della settimana #IlCollegio
Anger,Per me Le Vibrazioni = video di Shpalman di EELST e chi dimentica è complice #Sanremo70 #Sanremo2020
Joy,"Adoro Soleil che prova in tutti i modi a far finta di niente ""wow va tutto bene sììììììììì che bello li portiamo a casaaaaa"" ma dentro è incazzata nera e darebbe fuoco pure a Costantino #pechinoexpress"
Anger,"Ma Savonarola che denuncia la corruzione, perché non va...che so a ROMA DOVE STA QUEL CAZZO DI PAPA? Perché la Chiesa è la prima corrotta. O ha troppa paura il grate? #IMedici https://t.co/DNEuMD0SrX"
Sadness,"RT @user: ""Quel montato di Ultimo..."" ""maleducatino"", poi alla disfatta di un trio che ci fa conoscere nel mondo che possa piacer…"
Sadness,"RT @user: Se comprendere è impossibile, conoscere è necessario, perché ciò che è accaduto può ritornare, le coscienze possono nuova…"
Trust,RT @user: Adoro Bublè! Le sue canzoni mi fanno venir voglia di cantare. #MengoniCheTempoCheFa
Neutral,"RT @user: Vi salutiamo come sempre con il direttore, e contemporaneamente vicedirettore, @user e la sua Novella Bella 💥…"
Joy,RT @user: Che cosa bella l’amicizia #Sanrem2020 #sanremo2020 https://t.co/vPPSEkMBkC
Joy,Quanto ti diverti a commentare le puntate con noi? ❤ #LaPortaRossa2 @user
Anger,Di base il problema della coppia dei poeti è il Romano #pechinoExpress
Trust,"RT @user: Ribelli, istintive, pronte a lanciare il cuore oltre l'ostacolo. Due grandi e meravigliose donne. #Ulisse https://t.co/M…"
Anger,In un paese civile si formerebbe una folla con torce e forconi e andrebbe a intavolare un sereno e pacato confronto con questi psicologi/assistenti sociali. #chilhavisto
Joy,"RT @user: Antonio ce l'aveva più grande di Ottaviano. La nave, eh! #Ulisse"
Anticipation,"RT @user: Domani mettevi comodi, ci vediamo su Rai1 alle 21:25 ?? ?? ?? #IMedici #IMedici3 #NelNomeDellaFamiglia https://t.co/6Yhy…"
Joy,@user Siamo una squadra fortissimi.... Ops😂😂
Joy,"@user @user Soprattutto perché stava cantando “vietato morire” e non “non mi avete fatto niente”.. però si, un Fabrizio Moro mettiamocelo sempre 😂"
Anticipation,"Amici... LEI è tornata! 🎶 ❤️ 🚲 Tutta per voi da vedere e rivedere, ascoltare e riascoltare...  È la SIGLA di #DonMatteo12❗️ Chi di voi si è emozionato nel risentirla?! 🙋🏼‍♀️ 🤧 🙋🏼‍♂️ https://t.co/HYz5SBS0I5"
Neutral,"RT @user: Il Colosseo, il Foro Romano e il Palatino guardano la Luna da quando gli uomini la chiamavano Selene. Celebriamo con tu…"
Sadness,"Intanto penso al povero Mahmood che, nonostante la vittoria, deve sentirsi in colpa per tutto il casino di contorno. #DomenicaIn"
Surprise,Shock #IlCantanteMascherato
Trust,"RT @user: Quando Claudio ha detto ad Alice che la ama, ho sentito tutto quello che stava provando. @user , sei incredib…"
Sadness,No dai i cartelli dei fanclub non sono affatto credibili. Sgamatissimo che è fatto dagli autori. Essù #IlCantanteMascherato
Trust,RT @user: O Ermal usa una parrucca o a #taleequaleshow son troppo bravi. https://t.co/CrcsrvzD6u
Anger,"Dai Agelica, sforna 2, 3 ragazzini per finire l'opera. #chilhavisto"
Trust,RT @user: Buonanotte a tutti! Grazie... sempre! #LaPortaRossa2
Joy,"""Tutto quello che vedete non è magia, ma chimica!"". Beh, insomma, per me la chimica resta un grande arcano, avvolta da un'aura magica 😂😂 #Meraviglie"
Neutral,"La farfalla viene dall'ape, no? #pechinoexpress"
Anger,"Ho cercato di superare la morte di Guido, la morte di Patrizia, Annuccia Martini figlia di Petrucci, la fine della storia tra Eva e Marco, la morte di Guido e Davide MA NON TOCCATEMI DON MATTEO CHE QUI PARTONO LE DENUNCE VI AVVISO  #DonMatteo12"
Anger,@user troppe parolacce in questa puntata. Non posso farlo vedere a mia figlia!
Trust,"Cmq sguardi,parole e sottofondo musicale nei dialoghi tra #cagliostro e Vanessa fanno venire brividi Questo è il risultato di 2grandi e bravi attori @user"
Anger,@user C’è pure una che dice merde????????? Pur non capendo e non apprezzandoli mi sembra eccessivo per non dire altro
Love,Vilma 💔💔💔💔💔 #IlCollegio
Sadness,RT @user: Povero Mahmood però #Sanremo2019
Neutral,@user guarda non ne sono sicura ma credo sia stato Dandolo
Joy,Emanuela Aureli sotto la maschera a 50cm da Milly Carlucci senza poterla imitare SÌ SÌ SÌ SÌ SÌ #IlCantanteMascherato https://t.co/KRQl7Rlal0
Sadness,Oh no mi ricordo questa scomparsa e questa mamma 😢 #chilhavisto
Trust,Però sulla scrivania effettivamente oltre a @user fermacarte un portapenne ci sta bene #CTCF
Joy,RT @user: le coriste che cantano ELETTRA ELETTRAA LAMBORGHINI mi stendono #festivalsanremo2020
Trust,"RT @user: Carlo Conti ha ragione: il Pelù di Fabrizio Frizzi rimarrà memorabile così come la sua voglia di mettersi in gioco, così pe…"
Neutral,#PechinoExpress senza foto non so quanto può valere
Trust,"RT @user: Il ballo è il suo forte, lo sappiamo! Ma come ha vestito i panni del mito #GeneKelly il nostro @user? #taleeq…"
Surprise,Ma il bimbo è in coma? Che non si sveglia manco con le cannonate? #UnPassoDalCielo5
Sadness,RT @user: ho un po’ pianto #Sanremo2020 https://t.co/kHa9bM6B6C
Neutral,La variazione delle tonalità cromatiche è il segreto di #Leonardo. #LeonardoDaVinci #Ulisse #Leonardo500
Surprise,"Comunque hanno fatto straight!!!! Prima Piras poi Lucia e alla fine RAMBELLI , ora basta ehhh 😅😂 #LaPortaRossa2 https://t.co/uV6JhPqUPs"
Neutral,Loredana Bertè a Che tempo che fa: “Il premio di Bisio? Io Non l’ho visto” - #Loredana #Bertè #tempo #premio https://t.co/SLo74vC08j
Neutral,"Peccato che tra le maschere non ci sia stato il ""pagliaccio"" perché la gif con il sottopancia ""tra poco vedremo chi c'è sotto il pagliaccio"" ci sarebbe senz'altro tornata utile. #IlCantanteMascherato"
Trust,RT @user: 📍Cascata delle Marmore Il fragore e la vista dell’acqua spumeggiante sembrano avere un potere ipnotico sullo spettatore. #Merav…
Neutral,RT @user: Altro tipo di tecnica per i #Ridanciani #pechinoexpress https://t.co/eJ64rPoK6e
Trust,"Non male Monte. Ha fatto di meglio ,ma ci sta. #taleequaleshow"
Neutral,RT @user: Come dovrebbe iniziare la finale di #Sanremo2020 https://t.co/ci3j8nDGpt
Neutral,RT @user: @user Si è lei Giulia Schiavo.Una curiosità Giulia aveva fatto il provino per Anita #upas #LAllieva2
Anticipation,"RT @user: “Abbiamo fatto un po’ di prove, credo sia una bella puntata” @user @user #MengoniCheTempoCheFa Io mo…"
Trust,@user Grande Loredana
Surprise,Ma è la madre di #IreneGrandi ? #Sanremo2020
Anger,Lo vedi che succede a non cedere i diritti delle canzoni di Battisti a Spotify? Che poi te le devono cantare Riondino e la Chiatti. #UnAvventura #Sanremo2019
Neutral,"Tartarughe e pinguini sono effettivamente delle sublimazioni animalesche di topi e blatte. La mente di Lucia le gioca brutti scherzi comunque ""protettivi"". #chilhavisto"
Trust,"@user Dai gianlu é una grande artista, io la adoro"
Trust,@user Condivido!
Neutral,RT @user: Siamo esseri a metà che cercano una metà. #IMedici #NelNomeDellaFamiglia @user https://t.co/fwvZRQ6Evl
Trust,RT @user: La voce di Matteo Martari (Francesco Pazzi) è I L L E G A L E. Potrebbe anche leggermi una ricetta che io ne sarei ugualmen…
Anger,RT @user: Sul profilo Fessobuk può scrivere uomo demmerda. #chilhavisto
