label,text
Anger,"La violenza domestica sulle donne è aumentata del 74,5% durante la quarantena eppure non ho mai visto un hashtag a riguardo Il bullismo è sbagliato e gli insulti si devono evitare ma per favore non fate le vittime con manie di protagonismo quando le oppressioni sono altre"
Joy,Si vive meglio se ci si accetta per ciò che si è. Qualche chilo in più o in meno non sono importanti quanto il benessere. #beauty #bodyshaming #bodypositivity #felicità #Twitter #benessere https://t.co/o60HgqYrZH
Joy,"Anna, un nuovo amore e la sua personale esperienza di fuoriuscita dalla violenza domestica, grandi parole e un grande esempio grazie al lavoro del @CentroDonnaPd sostenuto da @ActionAidItalia #italiachefa #solidarietà #Empowerment https://t.co/H1vtBBtyni"
Love,mio amore grande 💘💘💘
Sadness,Tristissima questa cosa che qui in Italia ogni argomentazione contro razzismo o misoginia o omofobia viene sempre schernita da uomini con trent’anni per gamba con poca voglia di leggere anche un solo saggio per informarsi
Joy,https://t.co/vxEHnJHaGr    Ancora #odio in rete contro una donna. Per fortuna è stato trovato il colpevole di questa vergogna . Spero che questo sia di buon auspicio per tutte le donne come #luciaannibali  che subiscono aggressioni verbali in rete che spesso rimangono impunite
Anger,"#Iosonomarcocrepaldi Sono hikikomori, sono donna. No alla misoginia nella comunità hikikomori. NON sto con Marco Crepaldi."
Anger,"Giustificare violenza,omicidi,aggressioni, intimidazioni fisiche è aberrante. Martin Luther King sarebbe orgoglioso di voi. Menomale che i fascisti sono gli altri e che voi siete bravi #GeorgeFloyd"
Sadness,"La vicenda di Martina è triste, ingiusta e fa incazzare. I ragazzi accusati di tentato stupro, causa che ha portato alla morte di Martina, dissero che si erano fatti una canna e lei non capiva dove fosse. Dai test sul corpo nessuna traccia di droga. #MartinaRossi"
Anger,"Ancora che fate bodyshaming fingendo di preoccuparvi per la salute degli altri, pessimi"
Anger,Una giovane donne muore per sfuggire ad un abuso sessuale e si vuol far passare per “pazza” che si è voluta suicidare roba da medioevo uno schifo assoluto #chilhavisto
Neutral,"Comunque Naya ne ha fatte e dette tante di cretinate ma la denuncia di violenza domenica è caduta perché si è scoperto che non era vero alla fine, sarebbe il caso di non criticarla per questo"
Love,"Siamo vicini a qualsiasi donna maltrattata in qualsiasi parte del mondo in qualsiasi momento , come ora lo siamo per idolo che è avvenuto in Turchia 🇹🇷"
Love,"comunque ho scoperto che i satanisti/ateisti (LaVeyan se non sbaglio) sono anti-razzismo, pro LGBTQ+, anti-stupro, anti-pedo e tanto altro @ Lucifer ti amo"
Joy,Andiamo avanti con i mercoledì all'insegna del rispetto con #nonviolenzatuttolanno I vostri tweet scritti nella giornata contro la violenza sulle donne. Perché l'attenzione a questo tema così doloroso non venga mai a mancare.
Joy,"https://t.co/Ug6BWyNriP. Dedicata a te amore mio  @CRISTINALUISA7 che sei riuscita a liberarti dalla persona,matrigna,che ti ha sempre fatto violenza psicologica e fisica e voleva esercitare il suo potere su di te e tuo padre che era suo complice.Certe ferite restano per sempre."
Anger,"una donna INCINTA è stata presa a calci fino ad avere un aborto spontaneo e questa è l'ennesima dimostrazione che ai pro life non interessa della tua vita a meno che tu non sia una persona PRIVILEGIATA che vive in un sistema da cui trae costantemente beneficio, FATE SCHIFO !!!"
Joy,È durato solo tre minuti  PERÒ  Mi è piaciuto molto e non vedo l'ora che esca quella intera🥺
Joy,forza donne...
Sadness,Il telefono rosa da trent’anni si impegna nella lotta alla violenza di genere per ogni forma di discriminazione e di parità. Gli stereotipi fanno parte di una cultura maschilista che deve essere abbattuta. Se non lo comprendiamo altro che fine settecento.
Neutral,"Cos'è oggi il #bodyshaming, come si declina e da dove nasce la #lotta a questo fenomeno, come possiamo identificare più prontamente gli atteggiamenti grassofobici e quali #ideali porta avanti esattamente la filosofia #bodypositive?"
Sadness,bodyshaming a side solo perché ha smesso con la ina quanta pena mi fate
Sadness,"Quei fanatici esaltati di #ProVita sdoganano anche lo stupro e le drammatiche conseguenze dello stesso. Mentre disperatamente si cerca di educare, formare e di condannare ogni forma di violenza loro mettono su questo schifo. E la chiamano vita. Quanta falsità, quanta ipocrisia."
Love,"Un abbraccio 🌺🤗 cerca aiuto,non permettere più che accada💞"
Anger,"Se vi ho unfollowati/bloccati è probs perché avete fatto bodyshaming, sappiate che fate schifo voi, ma non fisicamente, avete proprio il cervello marcio"
Joy,"ma perché dovrebbe essere malato amare qualcuno del tuo stesso sesso? come fa l'amore ad essere considerato come malattia? io amo una ragazza e qualcuno potrebbe dire che sono malata e non sono normale. a questo punto io sono felice, perché io amo lei e soni felice."
Love,Amore mio lei💙
Joy,"ma a voi è mai andato bene qualcosa? 22 anni di vita e 22 anni di sfiga in amore lol che divertente, ho sempre l'idea che io stia scontando le pene della mia vita passata da criminale"
Joy,"Sono contenta. Per Rosalinda, che è riuscita a denunciare finalmente lo stupro, per Max, che è cambiato. Per Adua, che si è tolta tanti sassolini dalle scarpe e per entrambi, perché adesso possono ritenersi amici. #gfvip"
Joy,"☆00:00☆ Buonanotte a tutti i miei amati moots vi voglio tanto bene💖 Notte a @onlytaehyg che mi ha uccisa,ho adorato il trailer e il capitolo nuovo da morire💕ai 7 coglioni che mi fanno svegliare felice💗 e all amore della mia vita,la MIA meravigliosa donna @Jihopesolo ti amo💜"
Surprise,"Hanno fondato uno ""Stupro tuo Fratello 2.0"", altrimenti questo alto quantitativo di figa tra i followers che ho ricevuto recentemente non si spiega"
Love,grazie comunque amore mio 🤩🥰😳😽 #beks
Sadness,Quelli di Studio Aperto parlando di una donna uccisa hanno montato l'audio di un film con urla strazianti in sottofondo... la qualità non dico quale qualità
Joy,Tipo: Oggi sono stato in azienda e c'è un bel sentiment (bel non bello) tipo pace e amore e tanta voglia di ripartire ma con calma (perfetto) anche se alla fine è stata chiusa solo una settimana e ora fanno i turni ma i sindacati si sono calmati (per ora e meno male) Avanti così!
Joy,"@eadaimon Nei vangeli espunti dalla Chiesa come apocrifi ho trovato episodi di gioia, bellezza (un bacio sulle labbra a una sposa muta in modo che poi possa dichiarare il suo amore) e considerazione della donna. La misoginia è sempre una scelta."
Love,"Gossipblog: Ezio Greggio, Romina Pierdomenico, amore a prova di lockdown. https://t.co/YohdRXmBYc  tramite @GoogleNews"
Neutral,Ma parlare di tempi di vacche magre e vacche grasse è body shaming? #chiediallacapua
Love,"@Ales_1981 Spoiler: l'amicizia è una forma di amore. Esiste l'amicizia, ma implicherà sentimenti per forza di cose d'amore. A meno che uno non fa da bisnonno all'altro e non ripidi l'aspetto e il carattere qualcosa nasce. Anche dopo tempo."
Anger,"Meglio sola ma libera che in una relazione con un ""amore"" malato rischiando di morire prematuramente nel primo posto a caso. Anche se si rischia pure la seconda solamente se uno è ossessionato e dici comunque di no. Poi però fate gli # del ca**o, ragionate col culo perché"
Joy,"call me by your name🖤 Ci sono storie e personaggi che ti entrano dentro e la storia di questo amore non è da meno. In alcuni tratti della personalità di Elio mi sono rivista,nei sentimenti del primo amore che abbiamo vissuto tutti. È una storia che merita tanto🖤 https://t.co/MMOEDCq2wg"
Anger,"E si parla di omofobia: ""eh ma esiste anche l'eterofobia"" E si parla di misoginia: ""eh ma anche la misandria"" E si parla di razzismo: ""eh ma il razzismo verso i bianchi"" Al posto di inventare nuovi movimenti perché non informate la vostra testolina?"
